GeneID	dN	dS	dNdS
BLGH_04799	0	0.008	0
BLGH_04800	0.001	0.009	0.1111
BLGH_04801	0	0.011	0
BLGH_04802	0.048	0.053	0.9057
BLGH_04803	0.002	0	Inf
BLGH_04804	0	0	NA
BLGH_04805	0.002	0.009	0.2222
BLGH_04806	0	0	NA
BLGH_04807	0.002	0.01	0.2
BLGH_04808	0	0.007	0
BLGH_04809	0.001	0	Inf
BLGH_04810	0	0.018	0
BLGH_04811	0.003	0.01	0.3
BLGH_04812	0.009	0.006	1.5
BLGH_04813	0	0.01	0
BLGH_04814	0	0	NA
BLGH_04815	0.002	0.004	0.5
BLGH_04817	0	0	NA
BLGH_04818	0.001	0	Inf
BLGH_04819	0	0	NA
BLGH_04820	0	0	NA
BLGH_04821	0	0.002	0
BLGH_04822	0.002	0.003	0.6667
BLGH_04823	0.026	0.032	0.8125
BLGH_04824	0.002	0.023	0.087
BLGH_04825	0.001	0.003	0.3333
BLGH_04826	0.144	0.171	0.8421
BLGH_04827	0	0	NA
BLGH_04828	0	0.011	0
BLGH_04829	0.002	0.01	0.2
BLGH_04830	0.004	0.008	0.5
BLGH_04831	0.002	0.01	0.2
BLGH_04832	0	0	NA
BLGH_04834	0.004	0.002	2
BLGH_04835	0	0.001	0
BLGH_04836	0	0	NA
BLGH_04837	0	0	NA
BLGH_04838	0	0	NA
BLGH_04839	0.001	0.002	0.5
BLGH_04840	0.001	0.005	0.2
BLGH_04841	0.002	0.002	1
BLGH_04842	0	0.003	0
BLGH_04843	0	0.003	0
BLGH_04844	0.001	0	Inf
BLGH_04845	0.002	0.001	2
BLGH_04846	0.002	0	Inf
BLGH_04847	0.001	0.004	0.25
BLGH_04848	0.002	0.005	0.4
BLGH_04849	0	0.011	0
BLGH_04850	0.001	0.004	0.25
BLGH_04851	0	0.007	0
BLGH_04852	0	0.007	0
BLGH_04853	0.002	0.004	0.5
BLGH_04854	0.083	0.07	1.1857
BLGH_04855	0	0.002	0
BLGH_04856	0.01	0	Inf
BLGH_04857	0.002	0	Inf
BLGH_04858	0.002	0.007	0.2857
BLGH_04859	0	0	NA
BLGH_04860	0	0	NA
BLGH_04861	0.002	0.002	1
BLGH_04862	0.001	0.002	0.5
BLGH_04863	0.004	0	Inf
BLGH_04864	0	0	NA
BLGH_04865	0.002	0.015	0.1333
BLGH_04866	0	0.007	0
BLGH_04867	0	0.003	0
BLGH_04868	0.008	0	Inf
BLGH_04869	0	0	NA
BLGH_04870	0	0	NA
BLGH_04871	0	0	NA
BLGH_04872	0	0	NA
BLGH_04873	0.002	0.012	0.1667
BLGH_04874	0.001	0.002	0.5
BLGH_04875	0	0	NA
BLGH_04876	0	0.011	0
BLGH_04877	0.007	0	Inf
BLGH_04878	0	0	NA
BLGH_04879	0.001	0.002	0.5
BLGH_04880	0	0.004	0
BLGH_04881	0	0	NA
BLGH_04882	0	0.002	0
BLGH_04883	0.001	0.008	0.125
BLGH_04884	0.001	0	Inf
BLGH_04885	0.003	0.006	0.5
BLGH_04886	0	0.006	0
BLGH_04887	0	0.004	0
BLGH_04888	0.027	0.059	0.4576
BLGH_04889	0.034	0.034	1
BLGH_04890	0.004	0.014	0.2857
BLGH_04891	0.002	0	Inf
BLGH_04892	0.058	0.077	0.7532
BLGH_04893	0.008	0.009	0.8889
BLGH_04894	0.005	0.006	0.8333
BLGH_04895	0	0.007	0
BLGH_04896	0.035	0.024	1.4583
BLGH_04897	0.002	0	Inf
BLGH_04898	0.001	0.003	0.3333
BLGH_04899	0	0.005	0
BLGH_04900	0	0.002	0
BLGH_04901	0	0.003	0
BLGH_04902	0	0	NA
BLGH_04903	0.021	0.015	1.4
BLGH_04904	0	0.006	0
BLGH_04905	0.001	0.003	0.3333
BLGH_04906	0.001	0	Inf
BLGH_04907	0	0	NA
BLGH_04908	0	0	NA
BLGH_04909	0.001	0.003	0.3333
BLGH_04910	0	0	NA
BLGH_04911	0.001	0	Inf
BLGH_04912	0	0.004	0
BLGH_04913	0	0	NA
BLGH_04914	0.003	0	Inf
BLGH_04915	0.002	0.023	0.087
BLGH_04916	0	0.014	0
BLGH_04917	0.002	0.02	0.1
BLGH_04918	0.009	0.016	0.5625
BLGH_04919	0	0	NA
BLGH_04920	0	0.003	0
BLGH_04921	0	0	NA
BLGH_04922	0.002	0	Inf
BLGH_04923	0.002	0.001	2
BLGH_04924	0.003	0	Inf
BLGH_04925	0.003	0.004	0.75
BLGH_04926	0.004	0.009	0.4444
BLGH_04927	0.002	0.002	1
BLGH_04928	0	0.004	0
BLGH_04929	0.001	0	Inf
BLGH_04930	0	0	NA
BLGH_04931	0.005	0.009	0.5556
BLGH_04932	0.002	0.003	0.6667
BLGH_04933	0	0	NA
BLGH_04934	0	0.013	0
BLGH_04935	0	0.002	0
BLGH_04936	0.002	0	Inf
BLGH_04937	0.009	0.035	0.2571
BLGH_04938	0.007	0.011	0.6364
BLGH_04939	0.001	0	Inf
BLGH_04940	0.005	0	Inf
BLGH_04941	0	0	NA
BLGH_04942	0	0.004	0
BLGH_04943	0	0	NA
BLGH_04944	0	0.003	0
BLGH_04945	0.003	0.005	0.6
BLGH_04946	0.001	0.004	0.25
BLGH_04947	0	0.002	0
BLGH_04948	0	0	NA
BLGH_04949	0.001	0.002	0.5
BLGH_04950	0.002	0	Inf
BLGH_04951	0.001	0.002	0.5
BLGH_04952	0	0.003	0
BLGH_04953	0	0	NA
BLGH_04954	0	0.007	0
BLGH_04955	0	0.004	0
BLGH_04956	0	0.005	0
BLGH_04957	0	0	NA
BLGH_04958	0	0	NA
BLGH_04959	0	0	NA
BLGH_04960	0.001	0.014	0.0714
BLGH_04961	0	0.002	0
BLGH_04962	0.001	0	Inf
BLGH_04963	0	0	NA
BLGH_04964	0	0.002	0
BLGH_04965	0	0	NA
BLGH_04966	0.005	0.015	0.3333
BLGH_04967	0	0	NA
BLGH_04968	0.005	0.006	0.8333
BLGH_04969	0	0.005	0
BLGH_04970	0.002	0	Inf
BLGH_04971	0.002	0.008	0.25
BLGH_04972	0	0.004	0
BLGH_04973	0	0.003	0
BLGH_04974	0.001	0.001	1
BLGH_04975	0.003	0	Inf
BLGH_04976	0	0	NA
BLGH_04977	0	0	NA
BLGH_04978	0	0.01	0
BLGH_04979	0.003	0	Inf
BLGH_04980	0.001	0.004	0.25
BLGH_04981	0	0	NA
BLGH_04982	0.008	0	Inf
BLGH_04983	0.001	0	Inf
BLGH_04984	0	0.007	0
BLGH_04985	0	0.004	0
BLGH_04986	0.002	0.004	0.5
BLGH_04987	0.001	0.006	0.1667
BLGH_04988	0.002	0.009	0.2222
BLGH_04989	0	0.005	0
BLGH_04990	0.001	0	Inf
BLGH_04991	0	0.005	0
BLGH_04992	0.003	0	Inf
BLGH_04993	0.003	0.003	1
BLGH_04994	0	0	NA
BLGH_04995	0	0	NA
BLGH_04996	0	0.009	0
BLGH_04997	0	0.004	0
BLGH_04998	0.001	0.006	0.1667
BLGH_04999	0.002	0.01	0.2
BLGH_05000	0.003	0.037	0.0811
BLGH_05001	0	0.028	0
BLGH_05002	0.004	0.002	2
BLGH_05003	0.002	0	Inf
BLGH_05004	0.004	0.012	0.3333
BLGH_05005	0.012	0	Inf
BLGH_05006	0	0.011	0
BLGH_05007	0.001	0.004	0.25
BLGH_05008	0.004	0.011	0.3636
BLGH_05009	0.002	0.018	0.1111
BLGH_05010	0	0	NA
BLGH_05011	0.005	0.005	1
BLGH_05012	0	0.007	0
BLGH_05013	0.004	0.026	0.1538
BLGH_05014	0	0.007	0
BLGH_05015	0	0	NA
BLGH_05016	0	0	NA
BLGH_05017	0.19	0.368	0.5163
BLGH_05018	0.169	0.091	1.8571
BLGH_05019	0.002	0	Inf
BLGH_05020	0.056	0.056	1
BLGH_05021	0.004	0	Inf
BLGH_05022	0	0	NA
BLGH_05023	0.016	0.013	1.2308
BLGH_05024	0	0.011	0
BLGH_05025	0	0	NA
BLGH_05026	0	0.003	0
BLGH_05027	0.001	0	Inf
BLGH_05028	0.036	0.042	0.8571
BLGH_05029	0.026	0.034	0.7647
BLGH_05030	0	0	NA
BLGH_05031	0	0.003	0
BLGH_05032	0	0	NA
BLGH_05033	0.001	0.002	0.5
BLGH_05034	0.002	0.005	0.4
BLGH_05035	0	0.003	0
BLGH_05036	0.005	0	Inf
BLGH_05037	0.002	0.008	0.25
BLGH_05038	0	0	NA
BLGH_05039	0	0	NA
BLGH_05040	0	0.001	0
BLGH_05041	0.002	0.007	0.2857
BLGH_05042	0.017	0.014	1.2143
BLGH_05043	0.002	0	Inf
BLGH_05044	0	0	NA
BLGH_05045	0	0	NA
BLGH_05046	0	0	NA
BLGH_05047	0.002	0.004	0.5
BLGH_05048	0.009	0.023	0.3913
BLGH_05049	0	0	NA
BLGH_05050	0.001	0	Inf
BLGH_05051	0	0.019	0
BLGH_05052	0.002	0.003	0.6667
BLGH_05053	0.001	0.007	0.1429
BLGH_05054	0.002	0.005	0.4
BLGH_05055	0	0.005	0
BLGH_05056	0	0.006	0
BLGH_05057	0	0.008	0
BLGH_05058	0.002	0.01	0.2
BLGH_05059	0	0	NA
BLGH_05060	0	0	NA
BLGH_05061	0	0	NA
BLGH_05062	0	0	NA
BLGH_05063	0.004	0.012	0.3333
BLGH_05064	0.003	0.004	0.75
BLGH_05065	0.001	0.006	0.1667
BLGH_05066	0.001	0.004	0.25
BLGH_05067	0.002	0	Inf
BLGH_05068	0.001	0.002	0.5
BLGH_05069	0.001	0.007	0.1429
BLGH_05070	0	0	NA
BLGH_05071	0.002	0	Inf
BLGH_05072	0.001	0.002	0.5
BLGH_05073	0.151	0.196	0.7704
BLGH_05074	0.001	0	Inf
BLGH_05075	0	0	NA
BLGH_05076	0	0.002	0
BLGH_05077	0	0	NA
BLGH_05078	0.053	0.04	1.325
BLGH_05079	0.002	0.006	0.3333
BLGH_05080	0.001	0.005	0.2
BLGH_05081	0	0.003	0
BLGH_05082	0	0	NA
BLGH_05083	0	0	NA
BLGH_05084	0	0.012	0
BLGH_05085	0.006	0.005	1.2
BLGH_05086	0	0	NA
BLGH_05087	0	0.001	0
BLGH_05088	0	0	NA
BLGH_05089	0.037	0.021	1.7619
BLGH_05090	0.003	0.014	0.2143
BLGH_05091	0	0.004	0
BLGH_05092	0.001	0	Inf
BLGH_05093	0.004	0.036	0.1111
BLGH_05094	0.002	0.002	1
BLGH_05095	0.006	0	Inf
BLGH_05096	0.003	0.004	0.75
BLGH_05097	0.001	0	Inf
BLGH_05098	0.003	0.004	0.75
BLGH_05099	0.002	0	Inf
BLGH_05100	0	0.004	0
BLGH_05101	0.001	0.003	0.3333
BLGH_05102	0	0.005	0
BLGH_05103	0.002	0.005	0.4
BLGH_05104	0.071	0.126	0.5635
BLGH_05105	0	0.004	0
BLGH_05106	0	0	NA
BLGH_05107	0.001	0.004	0.25
BLGH_05108	0.031	0.034	0.9118
BLGH_05109	0.001	0.011	0.0909
BLGH_05110	0.001	0.004	0.25
BLGH_05111	0.002	0.004	0.5
BLGH_05112	0	0.005	0
BLGH_05113	0	0.019	0
BLGH_05114	0	0	NA
BLGH_05115	0	0	NA
BLGH_05116	0.001	0.004	0.25
BLGH_05117	0	0	NA
BLGH_05118	0	0.008	0
BLGH_05119	0	0	NA
BLGH_05120	0	0	NA
BLGH_05121	0.002	0	Inf
BLGH_05122	0	0	NA
BLGH_05123	0.003	0.002	1.5
BLGH_05124	0	0.006	0
BLGH_05125	0	0.004	0
BLGH_05126	0	0.015	0
BLGH_05127	0.004	0.013	0.3077
BLGH_05128	0.006	0.009	0.6667
BLGH_05129	0.006	0.014	0.4286
BLGH_05130	0	0.031	0
BLGH_05131	0	0.014	0
BLGH_05132	0.002	0.003	0.6667
BLGH_05133	0	0.008	0
BLGH_05134	1.357	2.293	0.5918
BLGH_05135	0.015	0.01	1.5
BLGH_05136	0.006	0.03	0.2
BLGH_05137	0.004	0.016	0.25
BLGH_05138	0.001	0.002	0.5
BLGH_05139	0	0.008	0
BLGH_05140	0.004	0.011	0.3636
BLGH_05141	0	0.023	0
BLGH_05142	0.003	0.006	0.5
BLGH_05143	0.001	0	Inf
BLGH_05144	0	0.005	0
BLGH_05145	0	0	NA
BLGH_05146	0.012	0.012	1
BLGH_05147	0.002	0.008	0.25
BLGH_05148	0	0	NA
BLGH_05149	0	0	NA
BLGH_05150	0.044	0.039	1.1282
BLGH_05151	0.002	0.003	0.6667
BLGH_05152	0.002	0.01	0.2
BLGH_05153	0.002	0	Inf
BLGH_05154	0.003	0.008	0.375
BLGH_05155	0	0	NA
BLGH_05156	0.002	0.006	0.3333
BLGH_05157	0	0	NA
BLGH_05158	0	0	NA
BLGH_05159	0	0.016	0
BLGH_05160	0	0.013	0
BLGH_05161	0	0.009	0
BLGH_05162	0.001	0	Inf
BLGH_05163	0.002	0.008	0.25
BLGH_05164	0.001	0.01	0.1
BLGH_05165	0.015	0.016	0.9375
BLGH_05166	0	0	NA
BLGH_05167	0.003	0.006	0.5
BLGH_05168	0.001	0.003	0.3333
BLGH_05169	0	0	NA
BLGH_05170	0.001	0.002	0.5
BLGH_05171	0	0	NA
BLGH_05172	0.002	0.01	0.2
BLGH_05173	0.001	0	Inf
BLGH_05174	0	0.029	0
BLGH_05175	0	0.003	0
BLGH_05176	0.004	0.012	0.3333
BLGH_05177	0	0	NA
BLGH_05178	0	0.018	0
BLGH_05179	0.008	0.015	0.5333
BLGH_05180	0	0.01	0
BLGH_05181	0	0.005	0
BLGH_05182	0	0.003	0
BLGH_05183	0.002	0.011	0.1818
BLGH_05184	0.004	0.003	1.3333
BLGH_05185	0	0.005	0
BLGH_05186	0	0.002	0
BLGH_05187	0.001	0.003	0.3333
BLGH_05188	0	0	NA
BLGH_05189	0.001	0.002	0.5
BLGH_05190	0.002	0	Inf
BLGH_05191	0.002	0	Inf
BLGH_05192	0.002	0	Inf
BLGH_05193	0.018	0.023	0.7826
BLGH_05194	0.002	0.004	0.5
BLGH_05195	0	0	NA
BLGH_05196	0	0.002	0
BLGH_05197	0	0	NA
BLGH_05198	0.007	0	Inf
BLGH_05199	0.001	0.003	0.3333
BLGH_05200	0.002	0	Inf
BLGH_05201	0	0	NA
BLGH_05202	0.039	0.207	0.1884
BLGH_05203	0	0	NA
BLGH_05204	0	0.009	0
BLGH_05205	0	0.003	0
BLGH_05206	0	0	NA
BLGH_05207	0	0.014	0
BLGH_05208	0	0	NA
BLGH_05209	0.003	0	Inf
BLGH_05210	0	0.009	0
BLGH_05211	0.001	0.004	0.25
BLGH_05212	0	0.002	0
BLGH_05213	0.002	0	Inf
BLGH_05214	0	0.007	0
BLGH_05215	0	0.005	0
BLGH_05216	0.016	0.016	1
BLGH_05217	0	0.002	0
BLGH_05218	0	0	NA
BLGH_05222	0.006	0.01	0.6
BLGH_05223	0	0.021	0
BLGH_05224	0	0	NA
BLGH_05225	0	0.009	0
BLGH_05226	0.003	0	Inf
BLGH_05227	0.002	0.003	0.6667
BLGH_05228	0	0	NA
BLGH_05229	0	0.007	0
BLGH_05230	0	0.002	0
BLGH_05231	0	0.002	0
BLGH_05232	0	0	NA
BLGH_05233	0.03	0.053	0.566
BLGH_05234	0.012	0.029	0.4138
BLGH_05235	0.002	0.027	0.0741
BLGH_05236	0.001	0.007	0.1429
BLGH_05237	0.005	0.016	0.3125
BLGH_05238	0.001	0.019	0.0526
BLGH_05239	0	0.011	0
BLGH_05240	0	0.026	0
BLGH_05241	0.006	0.006	1
BLGH_05242	0.003	0.018	0.1667
BLGH_05243	0.002	0	Inf
BLGH_05245	0	0.014	0
BLGH_05246	0	0.006	0
BLGH_05247	0	0.008	0
BLGH_05248	0	0.004	0
BLGH_05249	0	0	NA
BLGH_05250	0.004	0.006	0.6667
BLGH_05251	0.004	0.004	1
BLGH_05252	0	0.01	0
BLGH_05253	0.001	0.006	0.1667
BLGH_05254	0	0.007	0
BLGH_05255	0.003	0.004	0.75
BLGH_05256	0.002	0.004	0.5
BLGH_05257	0.002	0.005	0.4
BLGH_05258	0	0	NA
BLGH_05259	0.001	0.004	0.25
BLGH_05260	0	0	NA
BLGH_05261	0.003	0.007	0.4286
BLGH_05262	0	0	NA
BLGH_05263	0	0.012	0
BLGH_05264	0.074	0.041	1.8049
BLGH_05265	0.006	0.033	0.1818
BLGH_05266	0	0	NA
BLGH_05267	0.004	0.004	1
BLGH_05268	0	0	NA
BLGH_05269	0	0	NA
BLGH_05270	0.003	0.008	0.375
BLGH_05271	0.033	0.098	0.3367
BLGH_05272	0.003	0.012	0.25
BLGH_05275	0.003	0.007	0.4286
BLGH_05276	0.003	0.003	1
BLGH_05277	0.004	0	Inf
BLGH_05278	0.064	0.062	1.0323
BLGH_05279	0	0.01	0
BLGH_05280	0.008	0.009	0.8889
BLGH_05281	0	0.003	0
BLGH_05282	0.001	0.002	0.5
BLGH_05283	0.004	0.004	1
BLGH_05284	0.002	0.002	1
BLGH_05285	0	0.001	0
BLGH_05286	0.001	0.004	0.25
BLGH_05287	0	0.003	0
BLGH_05288	0.001	0.002	0.5
BLGH_05289	0.001	0	Inf
BLGH_05290	0.072	0.094	0.766
BLGH_05291	0.002	0	Inf
BLGH_05292	0.001	0.006	0.1667
BLGH_05293	0.003	0	Inf
BLGH_05294	0.006	0.017	0.3529
BLGH_05295	0	0.047	0
BLGH_05296	0.025	0.025	1
BLGH_05297	0	0.013	0
BLGH_05298	0	0.033	0
BLGH_05299	0.005	0.016	0.3125
BLGH_05300	0.004	0.017	0.2353
BLGH_05301	0.001	0	Inf
BLGH_05302	0	0	NA
BLGH_05303	0	0.012	0
BLGH_05304	0	0.003	0
BLGH_05305	0.001	0.006	0.1667
BLGH_05306	0.001	0	Inf
BLGH_05307	0.002	0	Inf
BLGH_05308	0	0.01	0
BLGH_05309	0.001	0.006	0.1667
BLGH_05310	0	0	NA
BLGH_05311	0.001	0.002	0.5
BLGH_05312	0.082	0.051	1.6078
BLGH_05313	0	0.003	0
BLGH_05314	0	0	NA
BLGH_05315	0	0	NA
BLGH_05316	0.001	0.001	1
BLGH_05317	0	0.005	0
BLGH_05318	0	0.004	0
BLGH_05319	0.03	0.042	0.7143
BLGH_05320	0.04	0.051	0.7843
BLGH_05321	0.003	0	Inf
BLGH_05322	0	0.017	0
BLGH_05323	0.001	0.003	0.3333
BLGH_05324	0.001	0	Inf
BLGH_05325	0.002	0	Inf
BLGH_05326	0.003	0.007	0.4286
BLGH_05327	0.003	0.004	0.75
BLGH_05328	0	0	NA
BLGH_05329	0.014	0.017	0.8235
BLGH_05330	0.031	0.037	0.8378
BLGH_05331	0.011	0.002	5.5
BLGH_05332	0.001	0.008	0.125
BLGH_05333	0	0.005	0
BLGH_05334	0.008	0.002	4
BLGH_05335	0.012	0.005	2.4
BLGH_05336	0	0.002	0
BLGH_05337	0.001	0	Inf
BLGH_05338	0	0.006	0
BLGH_05339	0.001	0.004	0.25
BLGH_05340	0.001	0	Inf
BLGH_05341	0	0.005	0
BLGH_05342	0	0	NA
BLGH_05343	0	0.007	0
BLGH_05344	0	0	NA
BLGH_05345	0.017	0.002	8.5
BLGH_05346	0.002	0.002	1
BLGH_05347	0.001	0.002	0.5
BLGH_05348	0.002	0.004	0.5
BLGH_05349	0.001	0.026	0.0385
BLGH_05350	0.009	0	Inf
BLGH_05351	0.014	0.017	0.8235
BLGH_05352	0.003	0.007	0.4286
BLGH_05353	0	0	NA
BLGH_05354	0.002	0	Inf
BLGH_05355	0.001	0.005	0.2
BLGH_05356	0	0	NA
BLGH_05357	0	0.005	0
BLGH_05358	0.002	0.016	0.125
BLGH_05359	0.002	0	Inf
BLGH_05360	0.002	0.002	1
BLGH_05361	0	0.006	0
BLGH_05362	0.001	0.004	0.25
BLGH_05363	0.001	0.003	0.3333
BLGH_05364	0.001	0.006	0.1667
BLGH_05365	0	0	NA
BLGH_05366	0	0.004	0
BLGH_05367	0.001	0.001	1
BLGH_05368	0	0.004	0
BLGH_05369	0	0	NA
BLGH_05370	0.065	0.098	0.6633
BLGH_05371	0.008	0.014	0.5714
BLGH_05372	0.014	0.004	3.5
BLGH_05373	0	0	NA
BLGH_05374	0.001	0	Inf
BLGH_05375	0	0.018	0
BLGH_05376	0.002	0	Inf
BLGH_05377	0.003	0.002	1.5
BLGH_05378	0	0.003	0
BLGH_05379	0.001	0.002	0.5
BLGH_05380	0.006	0	Inf
BLGH_05381	0.001	0.005	0.2
BLGH_05382	0.001	0.007	0.1429
BLGH_05383	0.001	0.002	0.5
BLGH_05384	0	0.002	0
BLGH_05385	0.002	0.003	0.6667
BLGH_05386	0.001	0	Inf
BLGH_05387	0	0.005	0
BLGH_05388	0	0.003	0
BLGH_05389	0.001	0	Inf
BLGH_05390	0.009	0.017	0.5294
BLGH_05391	0	0	NA
BLGH_05392	0.003	0	Inf
BLGH_05393	0	0	NA
BLGH_05394	0.004	0	Inf
BLGH_05395	0.004	0	Inf
BLGH_05396	0.004	0.005	0.8
BLGH_05397	0.008	0	Inf
BLGH_05398	2.089	2.962	0.7053
BLGH_05399	0.001	0.002	0.5
BLGH_05400	0.006	0.006	1
BLGH_05401	0.001	0.002	0.5
BLGH_05402	0.002	0.006	0.3333
BLGH_05403	0.008	0	Inf
BLGH_05404	0.004	0.004	1
BLGH_05405	0.002	0	Inf
BLGH_05406	0	0.005	0
BLGH_05407	0.004	0.004	1
BLGH_05408	0.017	0.037	0.4595
BLGH_05409	0.004	0.002	2
BLGH_05411	0.021	0.022	0.9545
BLGH_05412	0	0	NA
BLGH_05413	0	0	NA
BLGH_05414	0.056	0.091	0.6154
BLGH_05415	0.002	0.004	0.5
BLGH_05416	0.002	0.002	1
BLGH_05417	0	0	NA
BLGH_05418	0.03	0.045	0.6667
BLGH_05419	0.001	0.002	0.5
BLGH_05420	0	0.011	0
BLGH_05421	0	0	NA
BLGH_05422	0	0	NA
BLGH_05423	0.002	0	Inf
BLGH_05424	0.002	0.007	0.2857
BLGH_05425	0.001	0	Inf
BLGH_05426	0	0.004	0
BLGH_05427	0	0.008	0
BLGH_05428	0.001	0.002	0.5
BLGH_05429	0	0.016	0
BLGH_05431	0.018	0.029	0.6207
BLGH_05433	0.003	0	Inf
BLGH_05434	0.302	0.267	1.1311
BLGH_05435	0	0.004	0
BLGH_05436	0.02	0.009	2.2222
BLGH_05437	0.01	0	Inf
BLGH_05438	0.01	0.006	1.6667
BLGH_05439	0.014	0	Inf
BLGH_05440	0.01	0.015	0.6667
BLGH_05441	0	0.006	0
BLGH_05442	0.002	0.016	0.125
BLGH_05443	0.004	0.013	0.3077
BLGH_05444	0.026	0.061	0.4262
BLGH_05445	0.02	0.073	0.274
BLGH_05446	0.002	0.002	1
BLGH_05447	0.007	0.039	0.1795
BLGH_05448	0.336	0.408	0.8235
BLGH_05449	0.008	0.022	0.3636
BLGH_05450	0.004	0.011	0.3636
BLGH_05452	0.008	0.018	0.4444
BLGH_05453	0	0.013	0
BLGH_05454	0.002	0	Inf
BLGH_05455	0.003	0.014	0.2143
BLGH_05456	0.001	0.011	0.0909
BLGH_05457	0.001	0.011	0.0909
BLGH_05458	0.001	0	Inf
BLGH_05459	0.002	0.004	0.5
BLGH_05460	0	0	NA
BLGH_05461	0	0.032	0
BLGH_05462	0.001	0.008	0.125
BLGH_05463	0	0	NA
BLGH_05464	0	0.023	0
BLGH_05465	0.004	0	Inf
BLGH_05466	0	0.014	0
BLGH_05467	0	0	NA
BLGH_05468	0	0	NA
BLGH_05469	0	0.007	0
BLGH_05470	0.002	0.025	0.08
BLGH_05471	0.002	0.004	0.5
BLGH_05472	0	0.003	0
BLGH_05473	0	0.005	0
BLGH_05474	0.002	0.008	0.25
BLGH_05475	0.002	0.019	0.1053
BLGH_05476	0.001	0.009	0.1111
BLGH_05477	0.122	0.099	1.2323
BLGH_05479	0.07	0.049	1.4286
BLGH_05480	0	0	NA
BLGH_05481	0	0.005	0
BLGH_05482	0	0	NA
BLGH_05483	0	0	NA
BLGH_05484	0.007	0	Inf
BLGH_05485	0.007	0	Inf
BLGH_05486	0.007	0	Inf
BLGH_05487	0.013	0.013	1
BLGH_05488	0.014	0.027	0.5185
BLGH_05489	0.004	0	Inf
BLGH_05490	0	0	NA
BLGH_05491	0	0	NA
BLGH_05492	0	0	NA
BLGH_05493	0	0.008	0
BLGH_05494	0	0	NA
BLGH_05495	0.005	0.024	0.2083
BLGH_05496	0.004	0	Inf
BLGH_05497	0	0.007	0
BLGH_05498	0.001	0	Inf
BLGH_05499	0	0.002	0
BLGH_05500	0.001	0.002	0.5
BLGH_05501	0.003	0.01	0.3
BLGH_05502	0.007	0.013	0.5385
BLGH_05503	0	0.008	0
BLGH_05504	0	0.01	0
BLGH_05505	0	0.002	0
BLGH_05506	0	0.005	0
BLGH_05507	0	0	NA
BLGH_05508	0.001	0.002	0.5
BLGH_05511	0.008	0	Inf
BLGH_05512	0.003	0.004	0.75
BLGH_05513	0.001	0	Inf
BLGH_05514	0.001	0.006	0.1667
BLGH_05515	0	0.006	0
BLGH_05516	0.003	0.007	0.4286
BLGH_05517	0	0.011	0
BLGH_05518	0.068	0.058	1.1724
BLGH_05519	0.003	0.009	0.3333
BLGH_05520	0	0.01	0
BLGH_05521	0	0	NA
BLGH_05522	0.002	0	Inf
BLGH_05523	0.017	0.029	0.5862
BLGH_05524	0.003	0.003	1
BLGH_05525	0	0	NA
BLGH_05526	0	0	NA
BLGH_05527	0.002	0	Inf
BLGH_05528	0.002	0.009	0.2222
BLGH_05529	0.001	0.002	0.5
BLGH_05530	0.002	0.006	0.3333
BLGH_05531	0	0	NA
BLGH_05532	0	0	NA
BLGH_05533	0.004	0	Inf
BLGH_05534	0.004	0.009	0.4444
BLGH_05535	0	0.004	0
BLGH_05536	0.001	0	Inf
BLGH_05537	0	0	NA
BLGH_05538	0	0.005	0
BLGH_05539	0.001	0.003	0.3333
BLGH_05540	0	0.039	0
BLGH_05541	0.001	0.014	0.0714
BLGH_05542	0	0	NA
BLGH_05543	0.001	0	Inf
BLGH_05544	0	0.004	0
BLGH_05545	0.002	0	Inf
BLGH_05546	0.007	0	Inf
BLGH_05548	0.018	0.028	0.6429
BLGH_05549	0.001	0.004	0.25
BLGH_05550	0.001	0.002	0.5
BLGH_05551	0.001	0.003	0.3333
BLGH_05552	0	0.007	0
BLGH_05553	0.004	0.005	0.8
BLGH_05554	0	0	NA
BLGH_05555	0	0.009	0
BLGH_05556	0	0	NA
BLGH_05557	0.003	0.004	0.75
BLGH_05558	0.038	0.041	0.9268
BLGH_05559	0.005	0	Inf
BLGH_05560	0.001	0	Inf
BLGH_05561	0.006	0.058	0.1034
BLGH_05562	0	0	NA
BLGH_05563	0.001	0.003	0.3333
BLGH_05564	0.002	0.003	0.6667
BLGH_05565	0	0	NA
BLGH_05566	0	0	NA
BLGH_05567	0	0	NA
BLGH_05570	0	0	NA
BLGH_05571	0.036	0.072	0.5
BLGH_05573	0	0.001	0
BLGH_05574	0	0	NA
BLGH_05575	0.041	0.04	1.025
BLGH_05576	0.028	0.053	0.5283
BLGH_05577	0.002	0.002	1
BLGH_05578	0	0	NA
BLGH_05579	0.001	0.006	0.1667
BLGH_05580	0.001	0.002	0.5
BLGH_05581	0.003	0	Inf
BLGH_05582	0.003	0.004	0.75
BLGH_05583	0.004	0	Inf
BLGH_05584	0	0.008	0
BLGH_05585	0.021	0.035	0.6
BLGH_05586	0.006	0	Inf
BLGH_05587	0	0.008	0
BLGH_05588	0.065	0.055	1.1818
BLGH_05589	0.002	0.004	0.5
BLGH_05591	0.001	0.002	0.5
BLGH_05592	0	0	NA
BLGH_05593	0.019	0.033	0.5758
BLGH_05594	0.002	0	Inf
BLGH_05595	0	0	NA
BLGH_05596	0	0.036	0
BLGH_05597	0.001	0.019	0.0526
BLGH_05598	0	0	NA
